"Score","Category","File","FullPath","LineNumber","SuggestedRange","MatchedPattern","Code"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9000","8997-9008","\.csv","""Automatic BL Source"": ""Bl Longest bath.csv"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9005","9002-9013","\.csv","""Automatic BL Source"": ""BL critical path.csv"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9167","9164-9175","\.csv","""This slide reads the selected project's `03-schedule/MEP Activities.csv`. """
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9176","9173-9184","\.csv","st.warning(""No MEP activity records were found in the selected project's `03-schedule/MEP Activities.csv`."")"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9241","9238-9249","\.csv","st.info(""No derived MEP schedule rows were found in the selected project's `03-schedule/MEP Schedule.csv`."")"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9280","9277-9288","\.csv","st.info(""No derived civil predecessor/successor rows were found in the selected project's `03-schedule/MEP Civil Logic.csv`."")"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9328","9325-9336","\.xlsx; \.xls","file_name=""MEP_schedule_pack.xlsx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9490","9487-9498","\.csv; report","{""Priority"": 1, ""File / Source"": ""01-project_metadata_template.csv"", ""Why it matters"": ""Sets project identity, data date, baseline/update context, parties, and report metadata.""},"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9491","9488-9499","\.csv","{""Priority"": 2, ""File / Source"": ""02- master_activity_steel_analysis.csv"", ""Why it matters"": ""Primary activity-level RFT demand, steel availability gap, delayed duration, responsibility, and readiness proof.""},"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9492","9489-9500","\.csv","{""Priority"": 3, ""File / Source"": ""03- employer_steel_supply_at_site.csv"", ""Why it matters"": ""Employer-only steel delivery timeline used for stock-out, usable supply, and recovery windows.""},"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9494","9491-9502","\.csv","{""Priority"": 5, ""File / Source"": ""05- relationship_file.csv"", ""Why it matters"": ""Predecessor/successor logic, relationship type, lag, causal chain, and fragnet insertion position.""},"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9495","9492-9503","\.csv","{""Priority"": 6, ""File / Source"": ""06- contract_library.csv"", ""Why it matters"": ""Entitlement, notice/time-bar, money/schedule impact, leverage, and required evidence.""},"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9496","9493-9504","\.csv","{""Priority"": 7, ""File / Source"": ""07- ifc_conflict.csv / 09- rfi_status.csv"", ""Why it matters"": ""Design, approval, RFI, and mechanical coordination event streams linked to affected activities.""},"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9497","9494-9505","\.csv","{""Priority"": 8, ""File / Source"": ""08- payments.csv"", ""Why it matters"": ""Commercial support stream; schedule-driving only when progress/resource linkage is proven.""},"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9498","9495-9506","\.csv","{""Priority"": 9, ""File / Source"": ""10- contractor_steel_supplied_at_site.csv"", ""Why it matters"": ""Contractor mitigation/alternative supply visibility only; not employer entitlement proof by itself.""},"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9499","9496-9507","\.csv","{""Priority"": 10, ""File / Source"": ""11-concurrency_matrix_template.updated.csv"", ""Why it matters"": ""Overlap, BL/current critical path, float, and concurrent delay checks to separate EOT from compensation.""},"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9508","9505-9516","\.csv","- `02- master_activity_steel_analysis.csv` is the **primary master activity steel file**"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9509","9506-9517","\.csv","- `03- employer_steel_supply_at_site.csv` stays an **Employer delivery event file**"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9510","9507-9518","\.csv","- `05- relationship_file.csv` stays a **logic-link file**"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9511","9508-9519","\.csv","- `11-concurrency_matrix_template.updated.csv` stays a **concurrency and compensability test file**"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9535","9532-9543","\.csv","st.info(""No rows are available in the automatic local `BL critical path.csv` source."")"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9653","9650-9661","\.xlsx; \.xls; output","file_name=""delay_tia_output_pack.xlsx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9660","9657-9668","\.html; \.htm; report","file_name=""delay_tia_detailed_report.html"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9667","9664-9675","\.csv","file_name=""primavera_fragnet_sheet.csv"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9675","9672-9683","\.csv; report","file_name=""delay_tia_delay_report.csv"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10006","10003-10014","\.html; \.htm","st.components.v1.html(the_big_dashboard_html, height=2100, scrolling=True)"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10010","10007-10018","\.html; \.htm; output","file_name=f""{output_project_slug}_executive_dashboard.html"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10029","10026-10037","pptx; \.pptx; output","file_name=f""{output_project_slug}_presentation.pptx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10037","10034-10045","pptx; \.pptx; output","file_name=f""{output_project_slug}_presentation_print.pptx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10180","10177-10188","\.html; \.htm","st.components.v1.html(executive_html, height=2200, scrolling=True)"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10185","10182-10193","\.html; \.htm; output","file_name=f""{output_project_slug}_linked_executive_dashboard.html"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10192","10189-10200","pptx; \.pptx; output","file_name=f""{output_project_slug}_linked_executive_dashboard_landscape.pptx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10200","10197-10208","\.html; \.htm; output","file_name=f""{output_project_slug}_linked_executive_dashboard_a3_landscape_one_page.html"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10207","10204-10215","pptx; \.pptx; output","file_name=f""{output_project_slug}_linked_executive_dashboard_a3_landscape_one_page.pptx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10214","10211-10222","\.html; \.htm; output","file_name=f""{output_project_slug}_linked_executive_dashboard_evm_analysis.html"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10221","10218-10229","pptx; \.pptx; output","file_name=f""{output_project_slug}_linked_executive_dashboard_evm_analysis.pptx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10226","10223-10234","\.html; \.htm","st.components.v1.html(linked_dashboard_a3_summary_html, height=1600, scrolling=True)"
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10276","10273-10284","\.xlsx; \.xls; report","3. Select `Detailed_Progress_Report_PowerBI_Ready.xlsx`."
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10332","10329-10340","\.xlsx; \.xls; output; report","file_name=f""{output_project_slug}_Detailed_Progress_Report.xlsx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10339","10336-10347","\.html; \.htm; output; report","file_name=f""{output_project_slug}_Detailed_Progress_Report.html"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10346","10343-10354","\.docx; output; report","file_name=f""{output_project_slug}_Detailed_Progress_Report.docx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10353","10350-10361","\.html; \.htm; output; report","file_name=f""{output_project_slug}_Detailed_Progress_Report_PowerBI_Style.html"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10923","10920-10931","\.xlsx; \.xls","file_name=""contract_claims_library.xlsx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10939","10936-10947","\.csv","file_name=""contract_evidence_matrix.csv"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10949","10946-10957","\.docx","file_name=""contract_claim_draft.docx"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10957","10954-10965","\.pdf","file_name=""contract_claim_summary.pdf"","
"3","Generated report or output format","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10965","10962-10973","\.html; \.htm; report","file_name=""contract_claims_report.html"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","28","25-36","\.csv","""source_file"": ""projects.csv, activities.csv, evm.csv, risks.csv, milestones.csv + project_manifest.json"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","47","44-55","\.csv","""source_file"": ""project_manifest.json + projects.csv"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","66","63-74","\.csv","""source_file"": ""projects.csv, evm.csv, risks.csv, milestones.csv"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","85","82-93","\.csv","""source_file"": ""projects.csv, evm.csv, risks.csv, milestones.csv"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","104","101-112","\.csv","""source_file"": ""projects.csv + project_manifest.json"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","123","120-131","\.csv","""source_file"": ""projects.csv"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","142","139-150","\.csv","""source_file"": ""projects.csv"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","161","158-169","\.csv","""source_file"": ""projects.csv"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","180","177-188","\.csv","""source_file"": ""activities.csv"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","199","196-207","\.xlsx; \.xls","""source_file"": ""letters_intelligence.xlsx"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","218","215-226","\.csv","""source_file"": ""wbs.csv"","
"3","Generated report or output format","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","237","234-245","\.csv","""source_file"": ""activities.csv"","
